qseqid,sample,pmatch_gsnap,pmatch_rapsearch,qlength,step_change,other_blast_contigs,blast_hits_gsnap_acc,blast_hits_gsnap_taxid,blast_hits_gsnap_lca,blast_hits_rapsearch_acc,blast_hits_rapsearch_taxid,blast_hits_rapsearch_lca,short,low_depth,blast_gsnap_ntax,blast_rapsearch_ntax,kingdom_gsnap,kingdom_rapsearch,taxid,kingdom,scientific_name,rank,Division,Genus,CommonName,cov
NODE_129_length_366_cov_3.543253,CMS002_026d_Rb_S149_L004,0.9972677595628416,0.9781420765027322,366,False,15,"[""'CP002786.1'"", "" 'CP003421.3'"", "" 'CP011541.1'"", "" 'CP012150.1'"", "" 'CP027541.1'""]","['443218', ' 1087451', ' 1050174', ' 134601', ' 1214915']",85007,"[""'EZU73576.1'""]",['1413431'],1413431,False,False,5,1,Bacteria,Bacteria,85007,Bacteria,Corynebacteriales,order,high GC Gram+,NA,NA,3.543253
NODE_101_length_396_cov_2.059561,CMS002_026d_Rb_S149_L004,0.9974747474747476,0.9949494949494948,396,False,9,"[""'AP017422.1'"", "" 'CP002346.1'"", "" 'CP011859.1'"", "" 'LT906465.1'""]","['477680', ' 693978', ' 34085', ' 536441']",976,"[""'AOE11701.1'"", "" 'AOE11702.1'"", "" 'ELY20074.1'"", "" 'PHK25600.1'""]","['77133', ' 77133', ' 1204738', ' 1628750']",2,False,False,4,4,Bacteria,Bacteria,976,Bacteria,Bacteroidetes,phylum,CFB group bacteria,NA,NA,2.059561
NODE_137_length_361_cov_8.059859,CMS002_026d_Rb_S149_L004,0.9972299168975071,0.8975069252077562,361,False,72,"[""'CP003011.1'"", "" 'CU928180.1'""]","['578455', ' 559295']",716545,"[""'OIV89726.1'""]",['3871'],3871,False,False,2,1,Fungi,Viridiplantae,716545,Fungi,saccharomyceta,no rank,ascomycetes,NA,NA,8.059859
NODE_35_length_630_cov_23.271248,CMS002_026d_Rb_S149_L004,0.9968253968253968,0.5079365079365079,630,False,201,"[""'AP018933.1'""]",['33074'],33074,"[""'CSD41531.1'""]",['666'],666,False,False,1,1,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,23.271248
NODE_140_length_357_cov_2.075000,CMS002_026d_Rb_S149_L004,0.9971988795518208,0.9971988795518208,357,False,2,"[""'S50426.1'""]",['7029'],7029,"[""'EPZ62104.1'""]",['1292036'],1292036,False,False,1,1,Arthropoda,Bacteria,1292036,Bacteria,Paeniclostridium sordellii ATCC 9714,no rank,firmicutes,Paeniclostridium,NA,2.075000
NODE_85_length_427_cov_2.402857,CMS002_026d_Rb_S149_L004,0.9976580796252928,0.36533957845433257,427,False,25,"[""'AJ634268.1'"", "" 'LK392296.1'"", "" 'LK392300.1'"", "" 'LK392303.1'""]","['381046', ' 381046', ' 381046', ' 381046']",381046,"[""'AOE07598.1'"", "" 'AOE14191.1'""]","['77133', ' 77133']",77133,False,False,2,2,Fungi,Bacteria,381046,Fungi,Lachancea thermotolerans,species,ascomycetes,Lachancea,NA,2.402857
NODE_9_length_1744_cov_21.379724,CMS002_026d_Rb_S149_L004,0,0.2901376146788991,1744,False,3,[],[],NA,"[""'WP_027706316.1'""]",['33074'],33074,False,False,0,1,NA,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,21.379724
NODE_5_length_2093_cov_92.344742,CMS002_026d_Rb_S149_L004,0,0.9025322503583372,2093,False,2,[],[],NA,"[""'AXV43872.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,92.344742
NODE_71_length_456_cov_69.034301,CMS002_026d_Rb_S149_L004,0.9956140350877192,0.7719298245614035,456,False,296,"[""'CP001391.1'"", "" 'CP003883.1'"", "" 'CP003884.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['66084', ' 1236908', ' 1236909', ' 1633785', ' 225364']",953,"[""'CDG40808.1'""]",['1382230'],1382230,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,69.034301
NODE_2_length_2441_cov_25.388748,CMS002_026d_Rb_S149_L004,0,0.9532978287587056,2441,False,16,[],[],NA,"[""'ASA47293.1'""]",['1608131'],1608131,False,False,0,1,NA,Viruses,1608131,Viruses,Wuhan Mosquito Virus 6,species,viruses,NA,NA,25.388748
NODE_58_length_497_cov_78.609524,CMS002_026d_Rb_S149_L004,0.9979879275653925,0.8792756539235412,497,False,281,"[""'AE017196.1'"", "" 'AM999887.1'"", "" 'CP001391.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['163164', ' 570417', ' 66084', ' 1633785', ' 225364']",953,"[""'CAJ30047.1'""]",['431944'],431944,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,78.609524
NODE_118_length_381_cov_3.562500,CMS002_026d_Rb_S149_L004,0.3255767716535433,0.3910761154855643,381,False,11,"[""'U35394.1'""]",['39303'],39303,"[""'XP_018060495.1'""]",['149040'],149040,False,False,1,1,Fungi,Fungi,149040,Fungi,Phialocephala scopiformis,species,ascomycetes,Phialocephala,NA,3.562500
NODE_6_length_2041_cov_343.414460,CMS002_026d_Rb_S149_L004,0,0.5389514943655072,2041,False,12,[],[],NA,"[""'AXV43871.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,343.414460
NODE_47_length_547_cov_2.768085,CMS002_026d_Rb_S149_L004,0.9963436928702012,0.9926873857404022,547,False,42,"[""'AE017283.1'"", "" 'CP012350.1'"", "" 'CP012351.1'"", "" 'CP012352.1'"", "" 'CP012647.1'""]","['267747', ' 1747', ' 1747', ' 1747', ' 1747']",1747,"[""'EID19494.1'""]",['1095729'],1095729,False,False,2,1,Bacteria,Bacteria,1747,Bacteria,Cutibacterium acnes,species,high GC Gram+,Cutibacterium,NA,2.768085
NODE_165_length_332_cov_30.227451,CMS002_026d_Rb_S149_L004,0.960843373493976,0.3975903614457832,332,False,217,"[""'AB478515.1'"", "" 'AM999887.1'"", "" 'CP003883.1'"", "" 'CP003884.1'"", "" 'LK055284.1'""]","['190193', ' 570417', ' 1236908', ' 1236909', ' 225364']",953,"[""'KXN80834.1'"", "" 'WP_084261882.1'"", "" 'WP_120185345.1'""]","['1714833', ' 33074', ' 33074']",131567,False,False,5,2,Bacteria,NA,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,30.227451
NODE_369_length_260_cov_3.879781,CMS002_026d_Rb_S149_L004,0,0.3730769230769231,260,False,10,[],[],NA,"[""'AOF41423.1'""]",['1892235'],1892235,True,False,0,1,NA,Viruses,1892235,Viruses,Seattle Prectang virus,species,viruses,NA,NA,3.879781
NODE_172_length_326_cov_58.160643,CMS002_026d_Rb_S149_L004,0.9969325153374232,0.5674846625766872,326,False,222,"[""'AE017196.1'"", "" 'AM999887.1'"", "" 'CP001391.1'"", "" 'CP015510.2'"", "" 'LK055284.1'""]","['163164', ' 570417', ' 66084', ' 169402', ' 225364']",953,"[""'EEG43412.1'"", "" 'EEX24764.1'"", "" 'EFA87306.1'"", "" 'EFA89036.1'"", "" 'EHM73188.1'""]","['487797', ' 575599', ' 596317', ' 596317', ' 1000590']",2,False,False,5,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,58.160643
NODE_10_length_1507_cov_32.534266,CMS002_026d_Rb_S149_L004,0,0.3742534837425349,1507,False,7,[],[],NA,"[""'WP_027704319.1'""]",['33074'],33074,False,False,0,1,NA,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,32.534266
NODE_103_length_394_cov_4.413249,CMS002_026d_Rb_S149_L004,0.9974619289340102,0.9949238578680204,394,False,28,"[""'KT179721.1'"", "" 'KT179725.1'"", "" 'KT179726.1'"", "" 'KX063998.1'"", "" 'KX064030.1'""]","['13329', ' 45322', ' 344069', ' 1974274', ' 457735']",4210,"[""'PHT24494.1'""]",['33114'],33114,False,False,5,1,Viridiplantae,Viridiplantae,4210,Viridiplantae,Asteraceae,family,eudicots,NA,daisy family,4.413249
NODE_136_length_361_cov_39.334507,CMS002_026d_Rb_S149_L004,0.9834488088642658,0.4709141274238227,361,False,209,"[""'AP018933.1'""]",['33074'],33074,"[""'ELL53845.1'"", "" 'KZG10917.1'""]","['702979', ' 143221']",59201,False,False,1,2,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,39.334507
NODE_17_length_828_cov_3.367510,CMS002_026d_Rb_S149_L004,0.9987922705314008,0.7475845410628019,828,False,46,"[""'AE017283.1'"", "" 'CP012350.1'"", "" 'CP012351.1'"", "" 'CP012352.1'"", "" 'CP012647.1'""]","['267747', ' 1747', ' 1747', ' 1747', ' 1747']",1747,"[""'CDG37541.1'""]",['1349417'],1349417,False,False,2,1,Bacteria,Bacteria,1747,Bacteria,Cutibacterium acnes,species,high GC Gram+,Cutibacterium,NA,3.367510
NODE_167_length_332_cov_2.003922,CMS002_026d_Rb_S149_L004,0.9969879518072288,0.9909638554216867,332,False,310,"[""'AP018933.1'""]",['33074'],33074,"[""'WP_027706049.1'"", "" 'WP_092829509.1'""]","['33074', ' 416874']",28256,False,False,1,2,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,2.003922
NODE_51_length_537_cov_2.063043,CMS002_026d_Rb_S149_L004,0.9981378026070764,0.8249534450651769,537,False,208,"[""'AP018933.1'""]",['33074'],33074,"[""'WP_027705315.1'""]",['33074'],33074,False,False,1,1,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,2.063043
NODE_154_length_344_cov_8.314607,CMS002_026d_Rb_S149_L004,0.9970930232558141,0.8343023255813954,344,False,20,"[""'EU019262.2'"", "" 'EU019263.2'"", "" 'EU019264.2'"", "" 'GU214410.1'"", "" 'XR_002991502.1'""]","['29917', ' 1338630', ' 237183', ' 29918', ' 88036']",2759,"[""'GAW26663.1'"", "" 'KNE89549.1'""]","['77044', ' 1165861']",451864,False,False,5,2,Eukaryota,Fungi,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,8.314607
NODE_26_length_688_cov_61.985270,CMS002_026d_Rb_S149_L004,0.9970930232558141,0.7630813953488372,688,False,56,"[""'AF399805.1'"", "" 'CU928180.1'""]","['381046', ' 559295']",381046,"[""'XP_002484510.1'""]",['441959'],441959,False,False,2,1,Fungi,Fungi,381046,Fungi,Lachancea thermotolerans,species,ascomycetes,Lachancea,NA,61.985270
NODE_130_length_366_cov_2.754325,CMS002_026d_Rb_S149_L004,0.9972677595628416,0.7841530054644809,366,False,193,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'CAC86227.1'"", "" 'CAD54044.1'""]","['956', ' 146351']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.754325
NODE_75_length_449_cov_35.266129,CMS002_026d_Rb_S149_L004,0.9977728285077953,0.9866369710467706,449,False,51,"[""'CU928180.1'"", "" 'EF550269.1'"", "" 'EU011621.1'"", "" 'XR_001314120.1'""]","['559295', ' 460523', ' 473111', ' 871575']",4892,"[""'ADI72890.1'"", "" 'EFW13181.1'""]","['268505', ' 443226']",716546,False,False,4,2,Fungi,Fungi,4892,Fungi,Saccharomycetales,order,ascomycetes,NA,budding yeasts,35.266129
NODE_33_length_650_cov_70.235602,CMS002_026d_Rb_S149_L004,0,0.6492307692307693,650,False,13,[],[],NA,"[""'AWY11094.1'""]",['1654579'],1654579,False,False,0,1,NA,Viruses,1654579,Viruses,Galbut virus,species,viruses,NA,NA,70.235602
NODE_4_length_2239_cov_31.246068,CMS002_026d_Rb_S149_L004,0,0.9508709245198751,2239,False,1,[],[],NA,"[""'ASA47295.1'"", "" 'ASA47330.1'"", "" 'ASA47476.1'""]","['1608131', ' 1608131', ' 1608131']",1608131,False,False,0,2,NA,Viruses,1608131,Viruses,Wuhan Mosquito Virus 6,species,viruses,NA,NA,31.246068
NODE_55_length_508_cov_6.519722,CMS002_026d_Rb_S149_L004,0.998031496062992,0.844488188976378,508,False,102,"[""'CP006580.1'"", "" 'CP014280.1'"", "" 'CP028950.1'""]","['1354030', ' 550', ' 2077136']",354276,"[""'AOE05680.1'"", "" 'CBX28569.1'"", "" 'CDB39267.1'""]","['77133', ' 201089', ' 1262706']",2,False,False,3,3,Bacteria,Bacteria,354276,Bacteria,Enterobacter cloacae complex,species group,enterobacteria,NA,NA,6.519722
NODE_144_length_353_cov_5.054348,CMS002_026d_Rb_S149_L004,0.9971671388101984,0.9915014164305948,353,False,37,"[""'CP003745.1'"", "" 'CP003875.1'"", "" 'CP007470.1'"", "" 'CP008918.1'"", "" 'CP029620.1'""]","['1171377', ' 696748', ' 727', ' 747', ' 727']",712,"[""'ELY20074.1'""]",['1204738'],1204738,False,False,4,1,Bacteria,Bacteria,712,Bacteria,Pasteurellaceae,family,g-proteobacteria,NA,NA,5.054348
NODE_94_length_405_cov_5.564024,CMS002_026d_Rb_S149_L004,0.9975308641975308,0.8098765432098766,405,False,27,"[""'CP003875.1'"", "" 'CP007470.1'"", "" 'CP008918.1'"", "" 'CP029620.1'"", "" 'HG326223.1'""]","['696748', ' 727', ' 747', ' 727', ' 273526']",1236,"[""'ASO14827.1'""]",['670'],670,False,False,4,1,Bacteria,Bacteria,1236,Bacteria,Gammaproteobacteria,class,g-proteobacteria,NA,NA,5.564024
NODE_77_length_445_cov_2.296196,CMS002_026d_Rb_S149_L004,0.6404494382022472,0.503370786516854,445,False,8,"[""'EF392391.1'""]",['176681'],176681,"[""'XP_023156982.1'""]",['4577'],4577,False,False,1,1,Fungi,Viridiplantae,176681,Fungi,Pandora kondoiensis,species,fungi,Pandora,NA,2.296196
NODE_76_length_446_cov_91.924119,CMS002_026d_Rb_S149_L004,0.9641255605381166,0.8340807174887892,446,False,51,"[""'CU928180.1'""]",['559295'],559295,"[""'EMC20273.1'""]",['857119'],857119,False,False,1,1,Fungi,Bacteria,559295,Fungi,Lachancea thermotolerans CBS 6340,no rank,ascomycetes,Lachancea,NA,91.924119
NODE_65_length_468_cov_5.076726,CMS002_026d_Rb_S149_L004,0.997863247863248,0.997863247863248,468,False,31,"[""'CP015465.1'"", "" 'DQ071709.2'"", "" 'DQ071711.2'"", "" 'DQ071712.2'"", "" 'KF150213.1'""]","['936046', ' 330932', ' 330931', ' 222948', ' 39966']",5338,"[""'KDR65248.1'"", "" 'KII82851.1'"", "" 'XP_002484510.1'""]","['685588', ' 944288', ' 441959']",451864,False,False,5,3,Fungi,Fungi,451864,Fungi,Dikarya,subkingdom,fungi,NA,NA,5.076726
NODE_194_length_307_cov_42.847826,CMS002_026d_Rb_S149_L004,0.996742671009772,0.9934853420195441,307,False,142,"[""'CP014137.1'"", "" 'CP023009.1'"", "" 'DQ068837.1'"", "" 'JQ291573.1'"", "" 'NR_114706.1'""]","['1109412', ' 1082704', ' 77133', ' 1172565', ' 71657']",2,"[""'EKZ75334.1'"", "" 'ELC06673.1'"", "" 'ELD18608.1'"", "" 'OZM86376.1'""]","['1240766', ' 1169330', ' 1181756', ' 562']",562,False,False,5,4,Bacteria,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,42.847826
NODE_142_length_354_cov_2.440433,CMS002_026d_Rb_S149_L004,0.9971751412429378,0.9943502824858758,354,False,16,"[""'AF479198.1'"", "" 'GQ178077.1'"", "" 'KT179726.1'"", "" 'XR_001669567.1'"", "" 'XR_002934681.1'""]","['87008', ' 4054', ' 344069', ' 4072', ' 74649']",1437201,"[""'PHT27338.1'"", "" 'XP_021996406.1'""]","['33114', ' 4232']",71274,False,False,5,2,Viridiplantae,Viridiplantae,1437201,Viridiplantae,Pentapetalae,no rank,eudicots,NA,NA,2.440433
NODE_443_length_251_cov_2.270115,CMS002_026d_Rb_S149_L004,0.99601593625498,0.9880478087649402,251,False,8,"[""'EU019252.2'"", "" 'EU019262.2'"", "" 'GU214410.1'"", "" 'GU292473.1'"", "" 'HQ318689.1'""]","['237593', ' 29917', ' 29918', ' 268505', ' 175245']",4751,"[""'ADI72890.1'"", "" 'EFW13181.1'"", "" 'KNE89550.1'"", "" 'XP_003851047.1'"", "" 'XP_003851053.1'""]","['268505', ' 443226', ' 1165861', ' 336722', ' 336722']",451864,True,False,5,4,Fungi,Fungi,4751,Fungi,Fungi,kingdom,fungi,NA,fungi,2.270115
NODE_365_length_261_cov_65.771739,CMS002_026d_Rb_S149_L004,0.9885057471264368,0.992337164750958,261,False,216,"[""'AM286415.1'"", "" 'AP018933.1'"", "" 'CP011602.1'"", "" 'CP025800.1'"", "" 'CP029432.1'""]","['393305', ' 33074', ' 1972431', ' 29486', ' 1463165']",1236,"[""'PLC65554.1'"", "" 'PLC65555.1'""]","['1981983', ' 1981983']",1981983,True,False,5,2,Bacteria,Bacteria,1981983,Bacteria,Citrobacter sp. L55,species,enterobacteria,Citrobacter,NA,65.771739
NODE_40_length_584_cov_61.715976,CMS002_026d_Rb_S149_L004,0.9982876712328768,0.7123287671232876,584,False,234,"[""'AP018933.1'""]",['33074'],33074,"[""'ENV71128.1'""]",['1120929'],1120929,False,False,1,1,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,61.715976
NODE_159_length_341_cov_8.420455,CMS002_026d_Rb_S149_L004,0.997067448680352,0.9325513196480938,341,False,174,"[""'BX950851.1'"", "" 'CP006929.1'"", "" 'CP014137.1'"", "" 'CP023009.1'"", "" 'CP026981.1'""]","['218491', ' 1427366', ' 1109412', ' 1082704', ' 1905730']",1903410,"[""'ELL53845.1'"", "" 'GAB82662.1'"", "" 'KZG10917.1'""]","['702979', ' 630626', ' 143221']",543,False,False,5,3,Bacteria,Bacteria,1903410,Bacteria,Pectobacteriaceae,family,enterobacteria,NA,NA,8.420455
NODE_151_length_346_cov_2.334572,CMS002_026d_Rb_S149_L004,0.8931919942196532,0.8988439306358381,346,False,199,"[""'AP018933.1'""]",['33074'],33074,"[""'WP_027704328.1'""]",['33074'],33074,False,False,1,1,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,2.334572
NODE_25_length_713_cov_2.410377,CMS002_026d_Rb_S149_L004,0.9985974754558204,0.9957924263674616,713,False,222,"[""'AP018933.1'""]",['33074'],33074,"[""'BBG30546.1'"", "" 'WP_027704982.1'""]","['33074', ' 33074']",33074,False,False,1,2,Bacteria,Bacteria,33074,Bacteria,Zymobacter palmae,species,g-proteobacteria,Zymobacter,NA,2.410377
NODE_215_length_289_cov_2.504717,CMS002_026d_Rb_S149_L004,0.9965397923875432,0.986159169550173,289,False,74,"[""'AM999887.1'"", "" 'CP003883.1'"", "" 'GU451190.1'"", "" 'GU451194.1'"", "" 'MF999263.1'""]","['570417', ' 1236908', ' 77133', ' 77133', ' 546165']",2,"[""'EOB10663.1'"", "" 'EOB10793.1'""]","['1290429', ' 1290430']",782,True,False,4,2,Bacteria,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.504717
NODE_89_length_412_cov_2.208955,CMS002_026d_Rb_S149_L004,0.9101941747572816,0.9441747572815534,412,False,16,"[""'KY017080.1'"", "" 'KY017082.1'"", "" 'KY017094.1'""]","['336587', ' 1956612', ' 1956437']",74971,"[""'XP_012702825.1'"", "" 'XP_023156982.1'""]","['4555', ' 4577']",147369,False,False,3,2,Arthropoda,Viridiplantae,147369,Viridiplantae,Panicoideae,subfamily,monocots,NA,NA,2.208955
NODE_227_length_279_cov_5.262376,CMS002_026d_Rb_S149_L004,0.9964157706093191,0.989247311827957,279,False,69,"[""'CP014280.1'"", "" 'CP017475.1'"", "" 'CP020089.1'"", "" 'CP025225.1'"", "" 'DQ221466.1'""]","['550', ' 550', ' 550', ' 69218', ' 77133']",2,"[""'ELC06673.1'"", "" 'OZM86376.1'""]","['1169330', ' 562']",562,True,False,4,2,Bacteria,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,5.262376
NODE_168_length_331_cov_2.472441,CMS002_026d_Rb_S149_L004,0.9879154078549848,0.918429003021148,331,False,32,"[""'EF550269.1'"", "" 'EU011621.1'"", "" 'XR_001314120.1'""]","['460523', ' 473111', ' 871575']",1156497,"[""'XP_018208844.1'""]",['460523'],460523,False,False,3,1,Fungi,Fungi,1156497,Fungi,Pichiaceae,family,ascomycetes,NA,NA,2.472441
NODE_329_length_266_cov_2.703704,CMS002_026d_Rb_S149_L004,0.9962406015037594,0.9774436090225564,266,False,72,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'AGJ99143.1'"", "" 'WP_006014416.1'""]","['1236908', ' 955']",953,True,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.703704
NODE_141_length_355_cov_3.384892,CMS002_026d_Rb_S149_L004,0.9971830985915492,0.7633802816901408,355,False,37,"[""'CP022025.1'"", "" 'CP022810.1'"", "" 'EF590323.2'"", "" 'FO905808.1'""]","['48100', ' 13684', ' 54790', ' 225344']",715340,"[""'GAW26663.1'""]",['77044'],77044,False,False,4,1,Fungi,Fungi,715340,Fungi,Pleosporineae,suborder,ascomycetes,NA,NA,3.384892
NODE_138_length_361_cov_4.845070,CMS002_026d_Rb_S149_L004,0.9972299168975071,0.6759002770083102,361,False,58,"[""'CP015465.1'"", "" 'CP019375.1'"", "" 'CP030254.1'"", "" 'KF150213.1'""]","['936046', ' 5327', ' 76775', ' 39966']",5204,"[""'KZT12313.1'"", "" 'XP_007324731.1'""]","['1314785', ' 578457']",155619,False,False,4,2,Fungi,Fungi,5204,Fungi,Basidiomycota,phylum,basidiomycetes,NA,basidiomycetes,4.845070
NODE_8_length_1787_cov_26.230409,CMS002_026d_Rb_S149_L004,0,0.9479574706211528,1787,False,9,[],[],NA,"[""'APG78217.1'"", "" 'APG78283.1'""]","['1923029', ' 1923029']",1923029,False,False,0,2,NA,Viruses,1923029,Viruses,Hubei partiti-like virus 22,species,viruses,NA,NA,26.230409
NODE_336_length_265_cov_3.106383,CMS002_026d_Rb_S149_L004,0.9962264150943396,0.5962264150943396,265,False,135,"[""'CP023009.1'""]",['1082704'],1082704,"[""'PHT25963.1'""]",['33114'],33114,True,False,1,1,Bacteria,Viridiplantae,1082704,Bacteria,Lonsdalea britannica,species,enterobacteria,Lonsdalea,NA,3.106383
NODE_163_length_333_cov_2.281250,CMS002_026d_Rb_S149_L004,0.996996996996997,0.951951951951952,333,False,177,"[""'CP002886.1'"", "" 'CP006580.1'"", "" 'CP011798.1'"", "" 'CP018785.1'"", "" 'CP028950.1'""]","['1045856', ' 1354030', ' 550', ' 550', ' 2077136']",354276,"[""'CSC95324.1'"", "" 'ELL53845.1'"", "" 'GAB82662.1'"", "" 'KZG10917.1'""]","['666', ' 702979', ' 630626', ' 143221']",1236,False,False,4,4,Bacteria,Bacteria,354276,Bacteria,Enterobacter cloacae complex,species group,enterobacteria,NA,NA,2.281250
NODE_145_length_351_cov_2.127737,CMS002_026d_Rb_S149_L004,0.9914529914529916,0.8347578347578347,351,False,59,"[""'CU928180.1'"", "" 'EF550269.1'"", "" 'EU011621.1'"", "" 'XR_001314120.1'""]","['559295', ' 460523', ' 473111', ' 871575']",4892,"[""'EMC20273.1'""]",['857119'],857119,False,False,4,1,Fungi,Bacteria,4892,Fungi,Saccharomycetales,order,ascomycetes,NA,budding yeasts,2.127737
NODE_14_length_856_cov_44.889602,CMS002_045d_Rb_S186_L004,0,0.4941588785046729,856,False,7,[],[],NA,"[""'OHC85362.1'""]",['1802166'],1802166,False,False,0,1,NA,Bacteria,1802166,Bacteria,Sphingobacteriia bacterium RIFOXYC2_FULL_35_18,species,CFB group bacteria,NA,NA,44.889602
NODE_17_length_583_cov_29.944664,CMS002_045d_Rb_S186_L004,0,0.29845626072041165,583,False,2,[],[],NA,"[""'AJG39092.1'""]",['1608129'],1608129,False,False,0,1,NA,Viruses,1608129,Viruses,Wuhan Mosquito Virus 4,species,viruses,NA,NA,29.944664
NODE_6_length_2093_cov_37.041171,CMS002_045d_Rb_S186_L004,0,0.8494983277591973,2093,False,5,[],[],NA,"[""'AXV43872.1'""]",['2315803'],2315803,False,False,0,1,NA,Viruses,2315803,Viruses,Yongsan bunyavirus 1,species,viruses,NA,NA,37.041171
NODE_31_length_360_cov_4.674912,CMS002_045d_Rb_S186_L004,0.9972222222222222,0.8472222222222222,360,False,40,"[""'CP022810.1'"", "" 'EU019263.2'"", "" 'LT854279.1'"", "" 'XR_002991502.1'"", "" 'XR_003225852.1'""]","['13684', ' 1338630', ' 1276537', ' 88036', ' 206008']",2759,"[""'KNE89549.1'""]",['1165861'],1165861,False,False,5,1,Eukaryota,Fungi,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,4.674912
NODE_5_length_2237_cov_20.323148,CMS002_045d_Rb_S186_L004,0,0.9557443004023244,2237,False,15,[],[],NA,"[""'ASA47295.1'"", "" 'ASA47330.1'"", "" 'ASA47476.1'""]","['1608131', ' 1608131', ' 1608131']",1608131,False,False,0,2,NA,Viruses,1608131,Viruses,Wuhan Mosquito Virus 6,species,viruses,NA,NA,20.323148
NODE_9_length_1679_cov_2003.770911,CMS002_045d_Rb_S186_L004,0.15387346634901727,0.8677784395473496,1679,False,17,"[""'KX882765.1'""]",['1922926'],1922926,"[""'YP_009337878.1'""]",['1922926'],1922926,False,False,1,1,Viruses,Viruses,1922926,Viruses,Hubei mosquito virus 2,species,viruses,NA,NA,2003.770911
NODE_40_length_291_cov_22.841121,CMS002_045d_Rb_S186_L004,0.9965635738831616,0.6357388316151202,291,False,32,"[""'AE017196.1'"", "" 'AM999887.1'"", "" 'CP003883.1'"", "" 'CP015510.2'"", "" 'KT273261.1'""]","['163164', ' 570417', ' 1236908', ' 169402', ' 1695167']",953,"[""'EEG43412.1'"", "" 'EEX24764.1'"", "" 'EFA87306.1'"", "" 'EFA89036.1'"", "" 'EHM73188.1'""]","['487797', ' 575599', ' 596317', ' 596317', ' 1000590']",2,True,False,5,4,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,22.841121
NODE_26_length_399_cov_3.139752,CMS002_045d_Rb_S186_L004,0.9974937343358397,0.9523809523809524,399,False,7,"[""'BA000035.2'"", "" 'CP012150.1'"", "" 'CP024869.1'""]","['196164', ' 134601', ' 2052657']",85007,"[""'EFI83919.1'""]",['525367'],525367,False,False,3,1,Bacteria,Bacteria,85007,Bacteria,Corynebacteriales,order,high GC Gram+,NA,NA,3.139752
NODE_2_length_3060_cov_2583.644653,CMS002_045d_Rb_S186_L004,0.9911764705882352,0.95,3060,False,11,"[""'KX882831.1'""]",['1923660'],1923660,"[""'YP_009337375.1'""]",['1923660'],1923660,False,False,1,1,Viruses,Viruses,1923660,Viruses,Wenzhou sobemo-like virus 4,species,viruses,NA,NA,2583.644653
NODE_35_length_338_cov_8.187739,CMS002_045d_Rb_S186_L004,0.9970414201183432,0.863905325443787,338,False,30,"[""'AB478515.1'"", "" 'AE017196.1'"", "" 'AM999887.1'"", "" 'CP003883.1'"", "" 'CP003884.1'""]","['190193', ' 163164', ' 570417', ' 1236908', ' 1236909']",953,"[""'GAO98864.1'""]",['1629334'],1629334,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,8.187739
