sample,qseqid
CMS002_051a_Rb_S6_L004,NODE_152_length_353_cov_2.452899
CMS002_051a_Rb_S6_L004,NODE_11_length_1144_cov_5.418932
CMS002_051a_Rb_S6_L004,NODE_16_length_945_cov_269.374424
CMS002_051a_Rb_S6_L004,NODE_175_length_341_cov_47.613636
CMS002_051a_Rb_S6_L004,NODE_562_length_252_cov_2.057143
CMS001_011_Ra_S4,NODE_2826_length_277_cov_2.190000
CMS001_011_Ra_S4,NODE_2465_length_293_cov_2.000000
CMS001_011_Ra_S4,NODE_1223_length_384_cov_21.247557
CMS001_011_Ra_S4,NODE_1398_length_366_cov_2.525952
CMS001_011_Ra_S4,NODE_4150_length_254_cov_2.468927
CMS001_011_Ra_S4,NODE_16_length_1787_cov_3.664327
CMS001_011_Ra_S4,NODE_1180_length_388_cov_4.713826
CMS001_011_Ra_S4,NODE_1656_length_343_cov_2.466165
CMS001_011_Ra_S4,NODE_386_length_567_cov_2.630612
CMS001_011_Ra_S4,NODE_2141_length_310_cov_2.845494
CMS001_011_Ra_S4,NODE_2501_length_291_cov_2.056075
CMS001_011_Ra_S4,NODE_3175_length_270_cov_2.730570
CMS001_011_Ra_S4,NODE_4_length_3946_cov_47.512794
CMS001_011_Ra_S4,NODE_2481_length_292_cov_5.190698
CMS001_011_Ra_S4,NODE_113_length_850_cov_3.042691
CMS001_011_Ra_S4,NODE_1766_length_335_cov_2.263566
CMS001_011_Ra_S4,NODE_3241_length_269_cov_2.083333
CMS001_011_Ra_S4,NODE_852_length_434_cov_4.686275
CMS001_011_Ra_S4,NODE_1112_length_396_cov_2.285266
CMS001_011_Ra_S4,NODE_677_length_467_cov_55.048718
CMS001_011_Ra_S4,NODE_2665_length_282_cov_4.268293
CMS001_011_Ra_S4,NODE_930_length_418_cov_2.193548
CMS001_011_Ra_S4,NODE_3578_length_263_cov_43.790323
CMS001_011_Ra_S4,NODE_815_length_440_cov_3.220386
CMS001_011_Ra_S4,NODE_2589_length_286_cov_2.105263
CMS001_011_Ra_S4,NODE_2976_length_274_cov_2.563452
CMS001_011_Ra_S4,NODE_3408_length_266_cov_7.370370
CMS001_011_Ra_S4,NODE_637_length_476_cov_2.110276
CMS001_011_Ra_S4,NODE_3411_length_266_cov_2.312169
CMS001_011_Ra_S4,NODE_252_length_654_cov_562.220104
CMS001_011_Ra_S4,NODE_609_length_483_cov_2.152709
CMS001_011_Ra_S4,NODE_4095_length_255_cov_2.050562
CMS001_011_Ra_S4,NODE_375_length_573_cov_3.877016
CMS001_011_Ra_S4,NODE_826_length_438_cov_2.016620
CMS001_011_Ra_S4,NODE_4374_length_251_cov_2.482759
CMS001_011_Ra_S4,NODE_697_length_462_cov_2.127273
CMS001_011_Ra_S4,NODE_382_length_569_cov_2.065041
CMS001_011_Ra_S4,NODE_2692_length_281_cov_2.102941
CMS001_011_Ra_S4,NODE_3_length_6397_cov_26.972152
CMS001_011_Ra_S4,NODE_1935_length_323_cov_2.040650
CMS001_011_Ra_S4,NODE_1267_length_378_cov_4.106312
CMS001_011_Ra_S4,NODE_2165_length_309_cov_2.538793
CMS001_011_Ra_S4,NODE_2054_length_315_cov_5.987395
CMS001_011_Ra_S4,NODE_3645_length_262_cov_3.994595
CMS001_011_Ra_S4,NODE_1519_length_354_cov_53.086643
CMS001_011_Ra_S4,NODE_962_length_414_cov_2.192878
CMS001_011_Ra_S4,NODE_3236_length_269_cov_6.213542
CMS001_011_Ra_S4,NODE_2778_length_278_cov_3.482587
CMS001_011_Ra_S4,NODE_2875_length_276_cov_2.226131
CMS001_011_Ra_S4,NODE_5_length_3258_cov_5.630934
CMS001_011_Ra_S4,NODE_89_length_922_cov_3.480473
CMS001_011_Ra_S4,NODE_2301_length_302_cov_8.484444
CMS001_011_Ra_S4,NODE_290_length_624_cov_2.085923
CMS001_011_Ra_S4,NODE_3349_length_267_cov_2.542105
CMS001_011_Ra_S4,NODE_385_length_567_cov_5.642857
CMS001_011_Ra_S4,NODE_498_length_516_cov_36.810934
CMS001_011_Ra_S4,NODE_20_length_1644_cov_5.837269
CMS001_011_Ra_S4,NODE_635_length_477_cov_2.457500
CMS001_011_Ra_S4,NODE_678_length_467_cov_5.405128
CMS001_011_Ra_S4,NODE_68_length_1009_cov_9.490343
CMS001_011_Ra_S4,NODE_2628_length_284_cov_3.990338
CMS001_011_Ra_S4,NODE_1655_length_343_cov_3.560150
CMS001_011_Ra_S4,NODE_654_length_472_cov_2.151899
CMS001_011_Ra_S4,NODE_693_length_464_cov_2.966408
CMS001_011_Ra_S4,NODE_1686_length_341_cov_2.136364
CMS001_011_Ra_S4,NODE_21_length_1639_cov_6.001280
CMS001_011_Ra_S4,NODE_1212_length_385_cov_3.639610
CMS001_011_Ra_S4,NODE_475_length_524_cov_81.946309
CMS001_011_Ra_S4,NODE_476_length_524_cov_52.127517
CMS001_011_Ra_S4,NODE_2428_length_295_cov_2.004587
CMS001_011_Ra_S4,NODE_2572_length_287_cov_2.085714
CMS001_011_Ra_S4,NODE_2184_length_308_cov_2.831169
CMS001_011_Ra_S4,NODE_1456_length_360_cov_2.572438
CMS001_011_Ra_S4,NODE_2925_length_275_cov_2.045455
CMS001_011_Ra_S4,NODE_2346_length_300_cov_2.094170
CMS001_011_Ra_S4,NODE_2266_length_304_cov_5.118943
CMS001_011_Ra_S4,NODE_3033_length_273_cov_2.234694
CMS001_011_Ra_S4,NODE_3028_length_273_cov_5.219388
CMS001_011_Ra_S4,NODE_853_length_434_cov_2.448179
CMS001_011_Ra_S4,NODE_1478_length_358_cov_2.071174
CMS001_011_Ra_S4,NODE_394_length_562_cov_86.729897
CMS001_011_Ra_S4,NODE_1682_length_341_cov_3.071970
CMS001_011_Ra_S4,NODE_2973_length_274_cov_30.416244
CMS001_011_Ra_S4,NODE_10_length_2078_cov_278.728136
CMS001_011_Ra_S4,NODE_90_length_921_cov_88.404028
CMS001_011_Ra_S4,NODE_2666_length_282_cov_3.102439
CMS001_011_Ra_S4,NODE_482_length_520_cov_2.270880
CMS001_011_Ra_S4,NODE_744_length_451_cov_2.131016
CMS001_011_Ra_S4,NODE_2779_length_278_cov_3.099502
CMS001_011_Ra_S4,NODE_45_length_1298_cov_5.860770
CMS001_011_Ra_S4,NODE_1399_length_366_cov_2.238754
CMS001_011_Ra_S4,NODE_75_length_976_cov_25.593993
CMS001_011_Ra_S4,NODE_529_length_506_cov_2.773893
CMS001_011_Ra_S4,NODE_2730_length_279_cov_2.618812
CMS001_011_Ra_S4,NODE_12_length_2032_cov_362.949361
CMS001_011_Ra_S4,NODE_246_length_658_cov_2.125645
CMS001_011_Ra_S4,NODE_571_length_493_cov_213.014423
CMS001_011_Ra_S4,NODE_477_length_523_cov_711.455157
CMS001_011_Ra_S4,NODE_900_length_424_cov_78.962536
CMS001_011_Ra_S4,NODE_158_length_772_cov_414.726619
CMS001_011_Ra_S4,NODE_1858_length_328_cov_2.605578
CMS001_011_Ra_S4,NODE_2_length_6879_cov_38.700088
CMS001_011_Ra_S4,NODE_2825_length_277_cov_2.435000
CMS001_011_Ra_S4,NODE_1465_length_359_cov_2.067376
CMS001_011_Ra_S4,NODE_1836_length_330_cov_9.098814
CMS001_011_Ra_S4,NODE_4020_length_256_cov_3.094972
CMS001_011_Ra_S4,NODE_191_length_731_cov_83.691131
CMS001_011_Ra_S4,NODE_199_length_724_cov_2.695518
CMS001_011_Ra_S4,NODE_4233_length_253_cov_2.488636
CMS001_011_Ra_S4,NODE_2588_length_286_cov_2.291866
CMS001_011_Ra_S4,NODE_2978_length_274_cov_2.411168
CMS001_011_Ra_S4,NODE_1889_length_326_cov_2.337349
CMS001_011_Ra_S4,NODE_3029_length_273_cov_5.142857
CMS001_011_Ra_S4,NODE_1012_length_407_cov_2.496970
CMS001_011_Ra_S4,NODE_183_length_742_cov_293.333835
CMS001_011_Ra_S4,NODE_1902_length_325_cov_20.419355
CMS001_011_Ra_S4,NODE_1873_length_327_cov_3.340000
CMS001_011_Ra_S4,NODE_41_length_1356_cov_3.660672
CMS001_011_Ra_S4,NODE_65_length_1025_cov_4.643460
CMS001_011_Ra_S4,NODE_2166_length_309_cov_2.383621
CMS001_011_Ra_S4,NODE_1756_length_336_cov_2.150579
CMS001_011_Ra_S4,NODE_39_length_1379_cov_3.195084
CMS001_011_Ra_S4,NODE_2922_length_275_cov_2.909091
CMS001_011_Ra_S4,NODE_2544_length_289_cov_2.561321
CMS002_025c_Rb_S142_L004,NODE_24_length_348_cov_2.154982
CMS002_025c_Rb_S142_L004,NODE_34_length_323_cov_3.951220
CMS002_025c_Rb_S142_L004,NODE_22_length_353_cov_2.771739
CMS002_025c_Rb_S142_L004,NODE_20_length_354_cov_2.902527
CMS002_025c_Rb_S142_L004,NODE_13_length_388_cov_3.807074
CMS002_025c_Rb_S142_L004,NODE_38_length_296_cov_5.000000
CMS002_025c_Rb_S142_L004,NODE_21_length_353_cov_4.050725
CMS002_025c_Rb_S142_L004,NODE_103_length_262_cov_2.918919
CMS002_025c_Rb_S142_L004,NODE_1_length_678_cov_2.429285
CMS002_025c_Rb_S142_L004,NODE_16_length_378_cov_3.372093
CMS002_025c_Rb_S142_L004,NODE_33_length_325_cov_3.584677
CMS002_013a_Rb_S120_L004,NODE_695_length_330_cov_2.122530
CMS002_013a_Rb_S120_L004,NODE_665_length_336_cov_2.023166
CMS002_013a_Rb_S120_L004,NODE_16_length_1538_cov_2.177276
CMS002_013a_Rb_S120_L004,NODE_331_length_464_cov_6.405685
CMS002_013a_Rb_S120_L004,NODE_9_length_1690_cov_4.134532
CMS002_013a_Rb_S120_L004,NODE_172_length_640_cov_2.534636
CMS002_013a_Rb_S120_L004,NODE_203_length_591_cov_3.498054
CMS002_013a_Rb_S120_L004,NODE_1020_length_272_cov_2.246154
CMS002_013a_Rb_S120_L004,NODE_29_length_1248_cov_3.013664
CMS002_013a_Rb_S120_L004,NODE_640_length_344_cov_2.183521
CMS002_013a_Rb_S120_L004,NODE_94_length_814_cov_52.202171
CMS002_013a_Rb_S120_L004,NODE_488_length_393_cov_4.620253
CMS002_013a_Rb_S120_L004,NODE_415_length_423_cov_2.239884
CMS002_013a_Rb_S120_L004,NODE_128_length_726_cov_2.152542
CMS002_013a_Rb_S120_L004,NODE_824_length_299_cov_2.959459
CMS002_013a_Rb_S120_L004,NODE_297_length_491_cov_359.287440
CMS002_013a_Rb_S120_L004,NODE_220_length_571_cov_2.605263
CMS002_013a_Rb_S120_L004,NODE_328_length_465_cov_2.407216
CMS002_013a_Rb_S120_L004,NODE_110_length_769_cov_2.213873
CMS002_013a_Rb_S120_L004,NODE_11_length_1663_cov_6.570618
CMS002_013a_Rb_S120_L004,NODE_1327_length_251_cov_2.097701
CMS002_013a_Rb_S120_L004,NODE_475_length_400_cov_3.681115
CMS002_013a_Rb_S120_L004,NODE_50_length_1005_cov_3.292026
CMS002_013a_Rb_S120_L004,NODE_487_length_394_cov_2.138801
CMS002_013a_Rb_S120_L004,NODE_282_length_508_cov_2.540603
CMS002_013a_Rb_S120_L004,NODE_22_length_1371_cov_4.500773
CMS002_013a_Rb_S120_L004,NODE_1064_length_269_cov_2.661458
CMS002_013a_Rb_S120_L004,NODE_174_length_627_cov_3.363636
CMS002_013a_Rb_S120_L004,NODE_162_length_657_cov_2.506897
CMS002_013a_Rb_S120_L004,NODE_6_length_1869_cov_2.570312
CMS002_013a_Rb_S120_L004,NODE_134_length_720_cov_2.144635
CMS002_013a_Rb_S120_L004,NODE_334_length_462_cov_3.254545
CMS002_013a_Rb_S120_L004,NODE_14_length_1590_cov_6.931262
CMS002_013a_Rb_S120_L004,NODE_1256_length_256_cov_3.810056
CMS002_013a_Rb_S120_L004,NODE_857_length_292_cov_2.032558
CMS002_013a_Rb_S120_L004,NODE_64_length_953_cov_2.301370
CMS002_013a_Rb_S120_L004,NODE_105_length_785_cov_291.798023
CMS002_013a_Rb_S120_L004,NODE_560_length_367_cov_2.289655
CMS002_013a_Rb_S120_L004,NODE_573_length_364_cov_2.034843
CMS002_013a_Rb_S120_L004,NODE_315_length_470_cov_2.501272
CMS002_013a_Rb_S120_L004,NODE_1102_length_267_cov_2.005263
CMS002_013a_Rb_S120_L004,NODE_15_length_1545_cov_647.803815
CMS002_013a_Rb_S120_L004,NODE_314_length_472_cov_6.562025
CMS002_013a_Rb_S120_L004,NODE_87_length_833_cov_4.578042
CMS002_013a_Rb_S120_L004,NODE_82_length_850_cov_3.668823
CMS002_013a_Rb_S120_L004,NODE_1080_length_268_cov_3.816754
CMS002_013a_Rb_S120_L004,NODE_355_length_452_cov_2.328000
CMS002_013a_Rb_S120_L004,NODE_727_length_321_cov_2.393443
CMS002_013a_Rb_S120_L004,NODE_78_length_875_cov_8.875940
CMS002_013a_Rb_S120_L004,NODE_130_length_722_cov_2.091473
CMS002_013a_Rb_S120_L004,NODE_39_length_1137_cov_3.264151
CMS002_013a_Rb_S120_L004,NODE_10_length_1685_cov_4.268035
CMS002_013a_Rb_S120_L004,NODE_17_length_1484_cov_3.169865
CMS002_013a_Rb_S120_L004,NODE_236_length_551_cov_2.156118
CMS002_013a_Rb_S120_L004,NODE_3_length_2166_cov_5.195309
CMS002_013a_Rb_S120_L004,NODE_478_length_398_cov_2.084112
CMS002_013a_Rb_S120_L004,NODE_416_length_423_cov_2.213873
CMS002_013a_Rb_S120_L004,NODE_437_length_413_cov_4.702381
CMS002_013a_Rb_S120_L004,NODE_21_length_1379_cov_3.440860
CMS002_013a_Rb_S120_L004,NODE_1065_length_269_cov_2.661458
CMS002_013a_Rb_S120_L004,NODE_1082_length_268_cov_2.293194
CMS002_013a_Rb_S120_L004,NODE_45_length_1038_cov_3.688866
CMS002_013a_Rb_S120_L004,NODE_1166_length_263_cov_5.317204
CMS002_013a_Rb_S120_L004,NODE_649_length_342_cov_2.203774
CMS002_013a_Rb_S120_L004,NODE_178_length_623_cov_2.648352
CMS002_013a_Rb_S120_L004,NODE_164_length_655_cov_2.273356
CMS002_013a_Rb_S120_L004,NODE_1309_length_252_cov_2.502857
CMS002_013a_Rb_S120_L004,NODE_19_length_1410_cov_2.214554
CMS002_013a_Rb_S120_L004,NODE_42_length_1074_cov_568.620863
CMS002_013a_Rb_S120_L004,NODE_864_length_290_cov_2.220657
CMS002_013a_Rb_S120_L004,NODE_549_length_370_cov_6.703072
CMS002_013a_Rb_S120_L004,NODE_404_length_427_cov_24.597143
CMS002_013a_Rb_S120_L004,NODE_96_length_811_cov_2.340599
CMS002_013a_Rb_S120_L004,NODE_53_length_989_cov_4.251096
CMS002_013a_Rb_S120_L004,NODE_41_length_1107_cov_5.678641
CMS002_013a_Rb_S120_L004,NODE_12_length_1658_cov_2.106262
CMS002_013a_Rb_S120_L004,NODE_1132_length_265_cov_3.106383
CMS002_013a_Rb_S120_L004,NODE_7_length_1859_cov_2.413580
CMS002_013a_Rb_S120_L004,NODE_24_length_1286_cov_7.187758
CMS002_013a_Rb_S120_L004,NODE_804_length_304_cov_2.568282
CMS002_013a_Rb_S120_L004,NODE_2_length_2293_cov_8.205325
CMS002_013a_Rb_S120_L004,NODE_20_length_1406_cov_9.466516
CMS002_013a_Rb_S120_L004,NODE_360_length_447_cov_487.791892
CMS002_013a_Rb_S120_L004,NODE_1019_length_272_cov_2.246154
CMS002_013a_Rb_S120_L004,NODE_180_length_621_cov_2.145221
CMS002_013a_Rb_S120_L004,NODE_32_length_1222_cov_2.501310
CMS002_013a_Rb_S120_L004,NODE_483_length_396_cov_2.288401
CMS002_045g_Rb_S190_L004,NODE_33_length_336_cov_4.374517
CMS002_045g_Rb_S190_L004,NODE_17_length_857_cov_21.212821
CMS002_045g_Rb_S190_L004,NODE_19_length_758_cov_31.615272
CMS002_045g_Rb_S190_L004,NODE_3_length_2443_cov_9.605241
CMS002_045g_Rb_S190_L004,NODE_20_length_653_cov_68.145833
CMS002_045g_Rb_S190_L004,NODE_68_length_254_cov_2.474576
CMS002_045g_Rb_S190_L004,NODE_22_length_641_cov_41.957447
CMS002_045g_Rb_S190_L004,NODE_30_length_358_cov_2.135231
CMS002_045g_Rb_S190_L004,NODE_15_length_1082_cov_2.026866
CMS002_045g_Rb_S190_L004,NODE_26_length_534_cov_20.223195
CMS002_045g_Rb_S190_L004,NODE_4_length_2424_cov_7.857691
CMS002_045g_Rb_S190_L004,NODE_54_length_266_cov_23.121693
CMS002_045g_Rb_S190_L004,NODE_1_length_6613_cov_48.274480
CMS002_045g_Rb_S190_L004,NODE_9_length_1788_cov_6.144944
CMS002_045g_Rb_S190_L004,NODE_12_length_1513_cov_21.747214
CMS002_045g_Rb_S190_L004,NODE_7_length_2096_cov_33.011392
CMS002_045g_Rb_S190_L004,NODE_14_length_1367_cov_5.205426
CMS002_045g_Rb_S190_L004,NODE_5_length_2301_cov_72.350270
CMS001_040_Ra_S21,NODE_2_length_4603_cov_44.142289
CMS001_040_Ra_S21,NODE_486_length_379_cov_3.980132
CMS001_040_Ra_S21,NODE_57_length_891_cov_5.541769
CMS001_040_Ra_S21,NODE_32_length_1091_cov_3.888560
CMS001_040_Ra_S21,NODE_192_length_561_cov_24.911157
CMS001_040_Ra_S21,NODE_206_length_542_cov_2.690323
CMS001_040_Ra_S21,NODE_9_length_1643_cov_88.852490
CMS001_040_Ra_S21,NODE_160_length_604_cov_2.965844
CMS001_040_Ra_S21,NODE_3_length_3422_cov_3.895964
CMS001_040_Ra_S21,NODE_28_length_1104_cov_5.041870
CMS001_040_Ra_S21,NODE_236_length_511_cov_3.882488
CMS001_040_Ra_S21,NODE_305_length_457_cov_4.752632
CMS001_040_Ra_S21,NODE_161_length_603_cov_2.214829
CMS001_040_Ra_S21,NODE_326_length_446_cov_4.590786
CMS001_040_Ra_S21,NODE_402_length_410_cov_55.072072
CMS001_040_Ra_S21,NODE_36_length_1028_cov_3.268139
CMS001_040_Ra_S21,NODE_88_length_747_cov_2.934328
CMS001_040_Ra_S21,NODE_732_length_319_cov_2.322314
CMS001_040_Ra_S21,NODE_99_length_729_cov_3.892638
CMS001_040_Ra_S21,NODE_273_length_478_cov_2.199501
CMS002_049a_Rb_S4_L004,NODE_8_length_1455_cov_2.259071
CMS002_049a_Rb_S4_L004,NODE_184_length_376_cov_5.622074
CMS002_049a_Rb_S4_L004,NODE_11_length_1260_cov_4.497041
CMS002_049a_Rb_S4_L004,NODE_4_length_2418_cov_3.756087
CMS002_049a_Rb_S4_L004,NODE_288_length_308_cov_3.476190
CMS002_049a_Rb_S4_L004,NODE_154_length_401_cov_2.651235
CMS002_049a_Rb_S4_L004,NODE_7_length_1540_cov_854.950103
CMS002_049a_Rb_S4_L004,NODE_203_length_363_cov_2.919580
CMS002_049a_Rb_S4_L004,NODE_23_length_906_cov_7.323281
CMS002_049a_Rb_S4_L004,NODE_86_length_496_cov_2.205251
CMS002_049a_Rb_S4_L004,NODE_333_length_286_cov_2.698565
CMS002_049a_Rb_S4_L004,NODE_59_length_576_cov_2.048096
CMS002_049a_Rb_S4_L004,NODE_5_length_1900_cov_544.346133
CMS002_049a_Rb_S4_L004,NODE_219_length_347_cov_3.300000
CMS002_049a_Rb_S4_L004,NODE_13_length_1169_cov_8.592491
CMS002_049a_Rb_S4_L004,NODE_177_length_385_cov_6.116883
CMS002_049a_Rb_S4_L004,NODE_97_length_474_cov_3.078086
CMS002_049a_Rb_S4_L004,NODE_25_length_851_cov_2.791990
CMS002_049a_Rb_S4_L004,NODE_198_length_366_cov_2.508651
CMS002_020c_Rb_S133_L004,NODE_7_length_3073_cov_4.032377
CMS002_020c_Rb_S133_L004,NODE_83_length_1166_cov_3.666667
CMS002_020c_Rb_S133_L004,NODE_15_length_2039_cov_4.619776
CMS002_020c_Rb_S133_L004,NODE_10_length_2353_cov_4.057118
CMS002_020c_Rb_S133_L004,NODE_3357_length_268_cov_3.602094
CMS002_020c_Rb_S133_L004,NODE_2_length_9884_cov_284.199042
CMS002_020c_Rb_S133_L004,NODE_108_length_1095_cov_41.642436
CMS002_020c_Rb_S133_L004,NODE_42_length_1446_cov_4.266618
CMS002_020c_Rb_S133_L004,NODE_1530_length_345_cov_2.436567
CMS002_020c_Rb_S133_L004,NODE_91_length_1144_cov_4.262418
CMS002_020c_Rb_S133_L004,NODE_102_length_1100_cov_3.549365
CMS002_020c_Rb_S133_L004,NODE_1330_length_361_cov_8.739437
CMS002_020c_Rb_S133_L004,NODE_22_length_1673_cov_3.299499
CMS002_020c_Rb_S133_L004,NODE_775_length_447_cov_5.905405
CMS002_020c_Rb_S133_L004,NODE_4810_length_252_cov_2.011429
CMS002_020c_Rb_S133_L004,NODE_38_length_1492_cov_3.240283
CMS002_020c_Rb_S133_L004,NODE_59_length_1307_cov_4.379675
CMS002_020c_Rb_S133_L004,NODE_37_length_1496_cov_2257.473573
CMS001_041_Ra_S10,NODE_180_length_438_cov_7.872576
CMS001_041_Ra_S10,NODE_72_length_602_cov_2.630476
CMS001_041_Ra_S10,NODE_284_length_369_cov_20.654110
CMS001_041_Ra_S10,NODE_24_length_1031_cov_6.400419
CMS001_041_Ra_S10,NODE_78_length_591_cov_4.867704
CMS001_041_Ra_S10,NODE_167_length_447_cov_2.702703
CMS001_041_Ra_S10,NODE_619_length_268_cov_2.157068
CMS001_041_Ra_S10,NODE_12_length_1550_cov_5.714189
CMS001_041_Ra_S10,NODE_226_length_401_cov_2.287037
CMS001_041_Ra_S10,NODE_198_length_425_cov_2.307471
CMS001_041_Ra_S10,NODE_129_length_498_cov_5.173397
CMS001_041_Ra_S10,NODE_522_length_277_cov_26.180000
CMS001_041_Ra_S10,NODE_131_length_494_cov_2.448441
CMS001_041_Ra_S10,NODE_142_length_480_cov_34.558313
CMS001_041_Ra_S10,NODE_468_length_288_cov_33.701422
CMS001_041_Ra_S10,NODE_262_length_381_cov_2.332237
CMS001_041_Ra_S10,NODE_343_length_340_cov_3.068441
CMS001_041_Ra_S10,NODE_546_length_274_cov_2.223350
CMS001_041_Ra_S10,NODE_158_length_457_cov_4.121053
CMS001_041_Ra_S10,NODE_545_length_274_cov_2.593909
CMS001_041_Ra_S10,NODE_8_length_1720_cov_3.015216
CMS001_041_Ra_S10,NODE_143_length_480_cov_2.607940
CMS001_041_Ra_S10,NODE_16_length_1219_cov_9.669877
CMS001_041_Ra_S10,NODE_6_length_1870_cov_2.226994
CMS001_041_Ra_S10,NODE_19_length_1158_cov_318.030527
CMS001_041_Ra_S10,NODE_43_length_759_cov_2.675953
CMS001_041_Ra_S10,NODE_82_length_574_cov_2.096579
CMS001_041_Ra_S10,NODE_1_length_7473_cov_68.448891
CMS001_041_Ra_S10,NODE_172_length_442_cov_542.838356
CMS001_041_Ra_S10,NODE_99_length_548_cov_4.235669
CMS001_041_Ra_S10,NODE_26_length_984_cov_2.326351
CMS001_041_Ra_S10,NODE_130_length_498_cov_2.486936
CMS001_041_Ra_S10,NODE_270_length_374_cov_4.154882
CMS001_041_Ra_S10,NODE_571_length_272_cov_2.994872
CMS001_041_Ra_S10,NODE_187_length_432_cov_2.878873
CMS001_041_Ra_S10,NODE_87_length_566_cov_2.128834
CMS001_041_Ra_S10,NODE_449_length_294_cov_2.018433
CMS001_041_Ra_S10,NODE_302_length_361_cov_2.056338
CMS001_041_Ra_S10,NODE_439_length_298_cov_2.194570
CMS001_041_Ra_S10,NODE_488_length_281_cov_2.147059
CMS001_041_Ra_S10,NODE_381_length_320_cov_2.045267
CMS001_041_Ra_S10,NODE_320_length_351_cov_2.131387
CMS001_041_Ra_S10,NODE_96_length_554_cov_2.765199
CMS001_041_Ra_S10,NODE_429_length_300_cov_2.233184
CMS001_041_Ra_S10,NODE_11_length_1550_cov_276.064494
CMS001_041_Ra_S10,NODE_102_length_544_cov_21.695931
CMS001_041_Ra_S10,NODE_95_length_555_cov_3.135983
CMS001_041_Ra_S10,NODE_58_length_659_cov_3.180412
CMS001_041_Ra_S10,NODE_7_length_1755_cov_5.119785
CMS001_041_Ra_S10,NODE_618_length_268_cov_57.659686
CMS001_041_Ra_S10,NODE_66_length_610_cov_5.964353
CMS001_041_Ra_S10,NODE_61_length_643_cov_8.724382
CMS001_041_Ra_S10,NODE_194_length_426_cov_3.137536
CMS001_041_Ra_S10,NODE_268_length_376_cov_2.377926
CMS001_041_Ra_S10,NODE_10_length_1664_cov_3.952741
CMS001_041_Ra_S10,NODE_71_length_603_cov_2.625475
CMS001_041_Ra_S10,NODE_589_length_270_cov_3.740933
CMS001_041_Ra_S10,NODE_208_length_415_cov_3.491124
CMS001_041_Ra_S10,NODE_357_length_334_cov_6.291829
CMS001_041_Ra_S10,NODE_107_length_529_cov_2.809735
CMS001_041_Ra_S10,NODE_14_length_1385_cov_582.034404
CMS001_041_Ra_S10,NODE_33_length_907_cov_8.812048
CMS002_029b_Rb_S160_L004,NODE_36_length_1392_cov_6.279848
CMS002_029b_Rb_S160_L004,NODE_1823_length_312_cov_3.727660
CMS002_029b_Rb_S160_L004,NODE_72_length_1129_cov_3.237643
CMS002_029b_Rb_S160_L004,NODE_49_length_1227_cov_5.113913
CMS002_029b_Rb_S160_L004,NODE_14_length_1995_cov_53.091762
CMS002_029b_Rb_S160_L004,NODE_61_length_1161_cov_68.984317
CMS002_029b_Rb_S160_L004,NODE_40_length_1290_cov_8.889530
CMS002_029b_Rb_S160_L004,NODE_952_length_404_cov_4.608563
CMS002_029b_Rb_S160_L004,NODE_2596_length_273_cov_2.785714
CMS002_029b_Rb_S160_L004,NODE_81_length_1092_cov_7.117241
CMS002_029b_Rb_S160_L004,NODE_44_length_1281_cov_5.424419
CMS002_029b_Rb_S160_L004,NODE_74_length_1125_cov_4.056298
CMS002_029b_Rb_S160_L004,NODE_34_length_1431_cov_3.403250
CMS002_029b_Rb_S160_L004,NODE_11_length_2153_cov_3.655588
CMS002_029b_Rb_S160_L004,NODE_41_length_1290_cov_5.694971
CMS002_029b_Rb_S160_L004,NODE_73_length_1126_cov_3.491897
CMS002_029b_Rb_S160_L004,NODE_543_length_507_cov_3.981395
CMS002_029b_Rb_S160_L004,NODE_95_length_1020_cov_3.883351
CMS002_029b_Rb_S160_L004,NODE_8_length_2911_cov_8.155258
CMS002_029b_Rb_S160_L004,NODE_24_length_1560_cov_616.744437
CMS002_029b_Rb_S160_L004,NODE_93_length_1031_cov_3.405660
CMS002_029b_Rb_S160_L004,NODE_62_length_1156_cov_30.345690
CMS002_029b_Rb_S160_L004,NODE_64_length_1142_cov_5.000000
CMS002_029b_Rb_S160_L004,NODE_2269_length_283_cov_2.665049
CMS002_029b_Rb_S160_L004,NODE_88_length_1053_cov_79.343238
CMS002_029b_Rb_S160_L004,NODE_16_length_1775_cov_3.852179
CMS002_029b_Rb_S160_L004,NODE_1501_length_338_cov_4.620690
CMS002_029b_Rb_S160_L004,NODE_29_length_1513_cov_3.060585
CMS002_029b_Rb_S160_L004,NODE_3256_length_260_cov_3.398907
CMS002_029b_Rb_S160_L004,NODE_48_length_1230_cov_3.567216
CMS002_029b_Rb_S160_L004,NODE_4_length_3179_cov_6.725016
CMS002_029b_Rb_S160_L004,NODE_20_length_1647_cov_564.790446
CMS002_029b_Rb_S160_L004,NODE_33_length_1443_cov_3.281845
CMS002_029b_Rb_S160_L004,NODE_76_length_1112_cov_4.634783
CMS002_045c_Rb_S185_L004,NODE_6_length_2093_cov_21.866071
CMS002_045c_Rb_S185_L004,NODE_37_length_301_cov_6.973214
CMS002_045c_Rb_S185_L004,NODE_1_length_6614_cov_71.839988
CMS002_045c_Rb_S185_L004,NODE_35_length_314_cov_3.388186
CMS002_045c_Rb_S185_L004,NODE_23_length_411_cov_7.928144
CMS002_045c_Rb_S185_L004,NODE_21_length_448_cov_3.762803
CMS002_045c_Rb_S185_L004,NODE_5_length_2243_cov_25.589104
