Sample	ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	mismatches	uncertainty	depth	maxMAF	ADC_Bla	AMPH_Ecoli_Bla	Aac3-IIa_AGly	Aac3-I_AGly	Aac3-Iva_AGly	Aac6-32_AGly	Aac6-33_AGly	Aac6-IIc_AGly	Aac6-Iaf_AGly	AacAad_AGly	AadA4-5_AGly	AadA_AGly	AadB_AGly	AmpC1_Ecoli_Bla	AmpC2_Ecoli_Bla	AmpH_Bla	Aph3''Ia_AGly	Aph4-Ia_AGly	AphA6_AGly	ArmA_AGly	Arr_Rif	BlaA1_Bla	BlaA2_Bla	CMY_Bla	CTX-M-1_Bla	CTX-M-9_Bla	CatA1_Phe	CatA2_Phe	CatBx_Phe	CmlA_Phe	DHA_Bla	DfrA1_Tmt	DfrA27_Tmt	DfrA5_Tmt	DfrA7_Tmt	DfrA8_Tmt	DfrA_Tmt	DfrB_Tmt	EreA_MLS	Erm42_MLS	ErmB_MLS	ErmC_MLS	FloR_Phe	FosA_Fcyn	IMP-1_Bla	KPC-1_Bla	LAP_Bla	Mbl_Bla	MphA_MLS	MphE_MLS	MrdA_Bla	MsrE_MLS	NDM-1_Bla	OXA-1_Bla	OXA-237_Bla	OXA-2_Bla	OXA-48_Bla	OXA-51_Bla	OXA-7_Bla	OXA-9_Bla	OqxA_Flq	OqxB_Flq	Qnr-A_Flq	Qnr-S_Flq	QnrB_Flq	RmtB_AGly	RmtC_AGly	RmtF_AGly	SHV-OKP-LEN_Bla	Sat-2A_AGly	StrA_AGly	StrB_AGly	SulIII_Sul	SulII_Sul	SulI_Sul	TEM-1D_Bla	TetA_Tet	TetB_Tet	TetC_Tet	TetD_Tet	VIM-1_Bla	Zn-dependent_hydrolase_Bla
18AC0019252_1	258	3	3	1	1	1	1	79	0	-	58.9108571429	0.223529411765	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA15_1602*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288*	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-150_999*	-	-	-	-	-	-
18AC0019671_1	13	2	3	1	1	10	1	19	0	-	115.067428571	0.0967741935484	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-101_1363*	-	-	-	-	-	-	-	-	-	-	-	-	-
18AC0020619_1	2935	2	1	2	1	4	131	4	0	-	67.5817142857	0.204081632653	-	-	-	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	-	-	-	-	SHV-148_1391*?	-	-	-	-	-	SulI_1616	-	-	-	-	-	-	-
18AC0022187_1	2970	2	3	1	1	4	1	304	0	-	65.5445714286	0.269230769231	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	Arr3_275	-	-	-	CTX-M-3_146	-	-	-	-	-	-	-	DfrA27_311	-	-	-	-	-	-	-	-	-	FloR_1212	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49*	-	Qnr-S1_1455	-	-	-	-	SHV-11_1287*	-	-	-	-	-	SulI_1616	TEM-150_999*	TetA_1545*?	-	-	-	-	-
CRE-Control_1	11	3	3	1	1	1	1	4	0	-	53.3307142857	0.19696969697	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	-	-	-	CMY-6_376	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	NDM-1_1220	OXA-1_520?	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	QnrB7_46*	-	RmtC_1479	-	SHV-11_1287*	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-206_1712*	TetA_1545	-	-	-	-	-
RR013_04	258*	3	3*	1	1	1	1	79	infB_3/1snp	-	21.5771428571	0.333333333333	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	-	-	-	-	-	-	-	-	SHV-12_1288	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-183_1022*	-	-	-	-	-	-
RR013_05	17	2	1	1	1	4	4	4	0	-	54.3278571429	0.118644067797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	-	-	-	-	SHV-172_1201*	-	-	-	-	-	-	TEM-206_1712*	-	-	-	TetD_1047	-	-
RR013_06	11	3	3	1	1	1	1	4	0	-	14.1548571429	0.25	-	-	-	-	-	-	Aac6-33_1667	-	-	-	AadA5_1497*	AadA1_1598	AadB_1085*	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA8_1079	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	OXA-2_488	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-5_1283	-	-	-	-	SulII_1219	SulI_1616*	TEM-15_897*	-	-	-	TetD_1047	-	-
RR013_09	147	3	4	6	1	7	4	38	0	-	18.9572857143	0.1875	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-67_1334*	-	-	-	-	-	SulI_1616	TEM-206_1712*	-	-	-	-	-	-
RR013_10	147	3	4	6	1	7	4	38	0	-	22.6318571429	0.25	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	AadA8b_1612*?	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68*	SHV-67_1334*	-	-	-	-	-	SulI_1616	TEM-206_1712*	-	-	-	-	-	-
RR013_12	147	3	4	6	1	7	4	38	0	-	16.8921428571	0.166666666667	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-67_1334*	-	-	-	-	-	SulI_1616	TEM-206_1712*	-	-	-	-	-	-
RR013_13	461	3	1	13	34	63	1	64	0	-	14.4234285714	0.181818181818	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	-	-	-	-	SHV-75_1341*	-	-	-	-	-	-	-	-	-	-	-	-	-
RR013_17	25	2	1	1	1	10	4	13	0	-	176.529142857	0.211409395973	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	-	-	-	SHV-39_1309*	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-104_955*	TetA_1545	-	-	-	-	-
RR013_21	15	1	1	1	1	1	1	1	0	-	18.974	0.2	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	-	-	-	SHV-100_1362?	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-206_1712*	TetA_1545	-	-	-	-	-
RR013_23	NF*?	2	1?	81*?	1	4?	4	4	mdh_81/22holes	infB_1/edge2.0;mdh_81/edge0.0;phoE_4/edge1.0	13.0991428571	0.181818181818	-	-	-	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	-	-	-	DfrA1_319*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	-	-	-	-	-	-	-	SHV-148_1391*?	-	-	-	-	-	SulI_1616	-	-	-	-	-	-	-
RR013_25	17	2	1	1	1	4	4	4	0	-	255.595571429	0.196132596685	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-14_809*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	Qnr-S1_1455	-	-	-	-	LEN-8_1417*	-	-	-	-	-	-	-	-	-	-	TetD_1047	-	-
RR013_30	17	2	1	1	1	4	4	4	0	-	14.6261428571	0.181818181818	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	-	-	-	SHV-94_1356*	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-198_1035*	TetA_1545	-	-	-	-	-
RR013_36	307?	4?	1?	2?	52	1	1?	7	0	gapA_4/edge2.0;infB_1/depth4.555;mdh_2/edge1.0;rpoB_1/edge2.0	5.95742857143	0.5	-	-	Aac3-IIa_882*	-	-	-	-	-	-	Aac6Ib-cr_1678*	-	-	-	-	-	AmpH_634*?	-	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-1_520	-	-	-	-	-	-	OqxA_1044*?	OqxB_49*?	-	-	QnrB1_1*	-	-	-	SHV-100_1362*?	-	StrA_1501*	StrB_1614?	-	SulII_1219	-	TEM-95_948*	TetA_1545?	-	-	-	-	-
RR016_01	147	3	4	6	1	7	4	38	0	-	89.659	0.116883116883	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-39_1309*	-	-	-	-	-	SulI_1616	TEM-214_1718*	-	-	-	-	-	-
RR016_02	147	3	4	6	1	7	4	38	0	-	104.447714286	0.182795698925	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-67_1334*	-	-	-	-	-	SulI_1616	TEM-214_1718*	-	-	-	-	-	-
RR016_03	147	3	4	6	1	7	4	38	0	-	58.6744285714	0.289473684211	-	-	-	-	-	-	-	-	-	AacA4_1679*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-214_1718*	-	-	-	-	-	-
RR016_04	147	3	4	6	1	7	4	38	0	-	46.7478571429	0.171428571429	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-95_948*	-	-	-	-	-	-
RR016_05	147	3	4	6	1	7	4	38	0	-	39.8482857143	0.2	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*?	-	AadA2_1605*	-	-	-	AmpH_634*	-	-	-	-	Arr2_274	-	-	-	CTX-M-15_150	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	ErmB_841*	-	-	-	-	-	-	-	MphA_1663*?	-	-	-	NDM-5_1224	-	-	-	OXA-181_262	-	-	-	OqxA_1044*	OqxB_49*	-	-	QnrB1_1*	RmtB_1580	-	RmtF_68	SHV-39_1309*	-	-	-	-	-	SulI_1616	TEM-206_1712*	-	-	-	-	-	-
SRR1166945	258	3	3	1	1	1	1	79	0	-	147.097428571	0.2	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	AadB_1085*	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-9_804*?	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*	-	-	-	-	-	SulI_1616	TEM-76_929*	-	-	-	-	-	-
SRR1166946	258	3	3	1	1	1	1	79	0	-	137.192285714	0.166666666667	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-98_951*?	-	-	-	-	-	-
SRR1166947	NF*	3	121*	1	1	1	1	79*	infB_121/10holes;tonB_79/5holes	-	44.1218571429	0.166666666667	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-176_1018*?	-	-	-	-	-	-
SRR1166948	258	3	3	1	1	1	1	79	0	-	79.3267142857	0.2	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166949	258*	3	3*	1	1	1	1	79*	infB_3/9holes;tonB_79/1snp2holes	-	48.421	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	CTX-M-15_150	-	-	-	CatB4_602	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	OXA-1_520	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166950	NF	3	-	1	1	1	1	79	0	-	60.2725	0.0769230769231	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	-	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1166951	NF	3	-	1	1	1	1	79	0	-	56.2955	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166952	258	3	3	1	1	1	1	79	0	-	122.450428571	0.142857142857	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677?	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-156_1005*	-	-	-	-	-	-
SRR1166953	258	3	3	1	1	1	1	79	0	-	101.602857143	0.0833333333333	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	-	-	-	CmlA1_1537*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-191_1029*?	-	-	-	-	-	-
SRR1166954	NF*	3	138*	1	1	1	46	79	infB_138/19holes	-	126.394	0.166666666667	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-168_1015*	-	-	-	-	-	-
SRR1166955	258*	3	3*	1	1	1	1	79	infB_3/1snp	-	80.3482857143	0.333333333333	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166956	258	3	3	1	1	1	1	79	0	-	116.616142857	0.111111111111	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677?	-	AadA2_1605	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*?	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-156_1005*	-	-	-	-	-	-
SRR1166957	258	3	3	1	1	1	1	79	0	-	81.2195714286	0.142857142857	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	AadB_1085	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	Qnr-S1_1455	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166958	379	44	3	1	1	1	1	79	0	-	33.626	0.25	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-54_917*	-	-	-	-	-	-
SRR1166959	258	3	3	1	1	1	1	79	0	-	85.2084285714	0.0769230769231	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1166960	258	3	3	1	1	1	1	79	0	-	96.3401428571	0.0625	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166961	379	44	3	1	1	1	1	79	0	-	145.040428571	0.125	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-156_1005*	-	-	-	-	-	-
SRR1166962	258	3	3	1	1	1	1	79	0	-	164.706571429	0.0967741935484	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-90_943*	-	-	-	-	-	-
SRR1166963	258	3	3	1	1	1	1	79	0	-	70.3352857143	0.133333333333	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-183_1022*	-	-	-	-	-	-
